idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC3,eduHighestFatherC3,statInterviewYear,healthWbScore0to36,scghq2_dv,labHrsWorkWeek,labHrsWorkWeekL1,labC4,healthPsyDstrss0to12,demAdultChildFlag,labWageHrly,labWageHrlyL1,wealthOPMembers,wealthPPMembers,careNeedFlag,careHrsFormal,careHrsInformal,careFormalX,careHrsProvidedWeek,yBenReceivedFlag,yBenNonUCReceivedFlag,yBenUCReceivedFlag,yCapitalPersMonth,yPensPersGrossMonth,healthMentalMcs,healthPhysicalPcs,healthMentalPartnerMcs,healthPhysicalPartnerPcs,demLifeSatScore0to10,demEthnC4,demEthnC6,labUnempFlag,yFinDstrssFlag,labEmpNyear,demRgn,yHhQuintilesMonthC5,wealthPrptyFlag,wgtHhCross,wealthTotValue,wealthPensValue,wealthPrptyValue,wealthMortgageDebtValue,yDispMonth
3601,4432,8041,8042,-9,-9,1,1,36,0,0,0,1,1,0,0,4,0,0,0,6,-1,-29.493584,-9,-9,-9,2019,9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.43440247,0,51.83,57.2,51.49,57.57,8.333333333333334,1,1,0,0,3,4,4,1,1834,77495.18,127356.16,0,0,3289.3472
3601,4432,8042,8041,-9,-9,1,0,37,0,0,0,1,1,-9,0,4,8.7247047,8.8090162,0,6,1,71.411186,0,2,1,2019,7,0,50,50,1,0,0,12.287542,12.287542,2,0,0,0,0,0,0,0,0,0,3.2415023,0,51.49,57.57,51.83,57.2,8.333333333333334,1,1,0,0,8,4,4,1,1834,77495.18,127356.16,0,0,3289.3472
3602,4433,8043,8044,-9,-9,1,0,52,0,0,0,2,2,-9,1,1,0,0,0,3,0,0,0,3,2,2019,13,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,38.92,24.27,60.48,14.6,3.333333333333333,1,1,0,1,0,13,1,1,240,115289.63,-31737.76,151507.11,34161.023,917.88086
3602,4433,8044,8043,-9,-9,1,1,52,0,0,0,3,3,-9,1,1,0,0,0,3,0,0,0,2,2,2019,10,2,0,0,3,2,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,60.48,14.6,38.92,24.27,5,1,1,0,1,0,13,1,1,240,115289.63,-31737.76,151507.11,34161.023,917.88086
3603,4434,8045,8046,-9,-9,1,1,74,0,0,0,2,2,-9,0,4,0,7.3027463,7.029994,54,2,75.245468,0,3,3,2019,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.4424312,7.3974624,59.15,49.67,58.76,40.89,10,1,1,0,0,2,10,2,1,897,398113.13,96410.391,300123.69,0,1220.8923
3603,4434,8046,8045,-9,-9,1,0,72,0,0,0,3,3,-9,0,2,0,0,0,54,-2,-10.89062,0,2,1,2019,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1.2079479,0,58.76,40.89,59.15,49.67,5,1,1,0,0,2,10,2,1,897,398113.13,96410.391,300123.69,0,1220.8923
3604,4435,8047,8048,-9,-9,1,0,49,0,0,0,2,2,-9,0,4,7.5503993,7.6035776,0,1,0,-91.318222,0,2,2,2019,5,0,30,30,1,0,0,8.2905798,8.2905798,1,0,0,0,0,0,0,0,0,0,0,0,61.12,51.57,60.85,31.41,8.333333333333334,1,1,0,1,10,10,4,1,543,-6043.6738,3575.762,0,0,1943.0093
3604,4435,8048,8047,-9,-9,1,1,49,0,0,0,2,2,-9,0,3,7.9271927,7.7366366,0,1,0,65.741447,-9,-9,-9,2019,11,1,80,0,1,1,0,5.1354356,5.1354356,1,0,0,0,0,0,0,0,0,0,0,0,60.85,31.41,61.12,51.57,6.666666666666667,1,1,0,1,4,10,4,1,543,-6043.6738,3575.762,0,0,1943.0093
3605,4436,8049,-9,-9,-9,1,1,35,0,0,0,2,2,-9,0,5,0,0,0,0,0,-1104.1255,0,-9,-9,2019,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,59.43,58.05,-9,-9,8.333333333333334,1,1,1,0,1,2,1,0,461,0,0,0,0,1319.1621
3606,4437,8050,8051,-9,-9,1,1,75,0,0,0,3,3,-9,0,5,0,5.9887891,5.363584,58,1,-100.32565,0,3,-9,2019,13,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5.6890593,5.9940114,49.45,31.32,41,23,8.333333333333334,1,1,0,0,0,11,2,1,809.5,138613.38,134035.66,0,0,1266.9742
3606,4437,8051,8050,-9,-9,1,0,74,0,0,0,2,2,-9,0,1,0,3.2466102,3.3183074,58,-1,-157.24431,0,3,3,2019,18,0,0,0,4,5,0,0,0,0,0,1,0,12.284092,0,0,1,1,0,0,3.2960362,41,23,49.45,31.32,6.666666666666667,1,1,0,0,0,11,2,1,809.5,138613.38,134035.66,0,0,1266.9742
3607,4438,8052,-9,8054,8053,1,0,17,0,0,1,2,0,0,0,4,0,0,0,0,0,-1033.793,-9,1,1,2019,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.83,57.2,-9,-9,8.333333333333334,2,3,0,0,0,8,5,1,477.33334,413724.91,247558.39,420473.47,197563.64,4859.8774
3607,4438,8053,8054,-9,-9,1,1,45,0,0,0,1,1,-9,0,4,9.555192,9.4212627,0,22,3,28.132528,0,2,2,2019,9,0,48,50,1,0,0,39.990143,39.990143,1,0,0,0,0,0,0,0,0,0,5.3158336,0,54.74,57.22,37.36,54.65,8.333333333333334,2,3,0,0,11,8,5,1,477.33334,413724.91,247558.39,420473.47,197563.64,4859.8774
3607,4438,8054,8053,-9,-9,1,0,42,0,0,0,1,1,-9,0,3,0,0,0,9,-3,-121.88787,0,3,2,2019,14,2,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.36,54.65,54.74,57.22,8.333333333333334,2,3,0,0,0,8,5,1,477.33334,413724.91,247558.39,420473.47,197563.64,4859.8774
3608,4439,8055,-9,-9,-9,1,0,80,0,0,0,3,3,-9,0,4,0,7.9945078,7.6789632,0,0,-945.5191,0,3,2,2019,10,0,0,0,4,0,0,0,0,0,0,0,0,0,.13605276,0,1,1,0,7.5807796,7.908412,48.92,42.18,-9,-9,8.333333333333334,1,1,0,0,0,9,3,1,689,557573,187766.22,336102.53,0,1885.0953
3609,4440,8056,8057,-9,-9,1,0,69,0,0,0,1,1,-9,0,4,0,7.0684524,7.0833721,49,0,36.976238,0,1,2,2019,15,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.3288069,45.91,59.89,57.16,56.15,8.333333333333334,1,1,0,0,0,10,5,1,759,2618320.5,1515602.8,576183.38,0,5586.9331
3609,4440,8057,8056,-9,-9,1,1,69,0,0,0,1,1,-9,0,4,8.3619852,9.4491262,8.4319944,49,0,-36.444515,0,2,2,2019,5,0,7,7,1,0,0,73.86541,73.86541,0,0,0,0,0,0,0,1,1,0,0,8.579854,57.16,56.15,45.91,59.89,8.333333333333334,1,1,0,0,11,10,5,1,759,2618320.5,1515602.8,576183.38,0,5586.9331
3610,4441,8058,8059,-9,-9,1,0,67,0,0,0,1,1,-9,0,4,0,6.6681814,7.1522026,43,3,31.317722,0,1,2,2019,13,2,0,0,4,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,6.6917334,31.92,55.57,39.26,57.46,6.666666666666667,1,1,0,0,0,10,3,1,424,2015095.8,1043414.8,473854.91,12147.203,2639.0645
3610,4441,8059,8058,-9,-9,1,1,64,0,0,0,1,1,-9,0,3,0,8.4857378,8.2704763,43,-3,-84.246864,0,2,2,2019,14,3,0,0,4,3,0,0,0,0,0,0,0,0,0,7,1,1,0,4.5326777,7.735745,39.26,57.46,31.92,55.57,6.666666666666667,1,1,0,0,4,10,3,1,424,2015095.8,1043414.8,473854.91,12147.203,2639.0645
3611,4442,8060,-9,-9,-9,1,0,65,0,0,0,2,2,-9,0,1,0,0,0,0,0,-1060.0471,0,3,2,2019,24,11,0,0,4,11,0,0,0,0,0,1,0,29.671867,1.0740868,0,1,1,0,0,0,35.2,22.07,-9,-9,3.333333333333333,1,1,0,0,0,13,1,0,544,12888.735,-50838.852,0,0,1056.0353
3612,4443,8061,-9,-9,-9,1,1,57,0,0,0,1,1,-9,0,4,9.6977406,10.086585,0,0,0,-925.16821,0,3,3,2019,12,0,64,76,1,0,0,27.240191,27.240191,0,1,0,0,0,0,0,0,0,0,0,0,49.91,58.02,-9,-9,8.333333333333334,1,1,0,0,12,8,5,1,211,359844.91,49357.582,231349.94,0,5607.5938
3613,4444,8062,8063,-9,-9,1,0,72,0,0,0,1,1,-9,0,3,0,7.6394944,7.5201039,50,-11,-44.746616,0,2,2,2019,11,2,0,0,4,2,0,0,0,0,0,0,0,0,0,7,1,1,0,4.757966,7.5647807,51.21,44.28,44.33,41.95,8.333333333333334,1,1,0,0,0,2,4,1,352.5,1216032.5,634734.13,667353.13,0,3317.9634
3613,4444,8063,8062,-9,-9,1,1,83,0,0,0,1,1,-9,0,2,0,7.6638217,8.0636435,50,11,-7.2097588,0,2,3,2019,16,6,0,0,4,6,0,0,0,0,0,0,0,0,0,7,1,1,0,0,7.9880996,44.33,41.95,51.21,44.28,8.333333333333334,1,1,0,0,0,2,4,1,352.5,1216032.5,634734.13,667353.13,0,3317.9634
3614,4445,8064,-9,-9,-9,1,0,75,0,0,0,2,2,-9,0,4,0,5.9142132,5.7914643,0,0,-1033.4587,0,-9,-9,2019,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.9257121,5.693398,57.73,54.53,-9,-9,8.333333333333334,1,1,0,0,0,9,2,1,505,341990.47,97427.43,286365.69,0,1164.3225
3615,4446,8065,-9,8067,8066,1,1,0,1,2,1,3,0,-9,0,4,0,0,0,0,0,-949.92279,-9,2,2,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,61,-9,-9,7,1,1,-9,0,0,12,1,0,866,-81865.844,0,0,0,1622.0776
3615,4446,8066,8067,-9,-9,1,1,28,1,2,0,2,2,-9,0,3,0,0,0,2,5,0,0,3,2,2019,15,5,0,47,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,52.98,37.73,50.66,48.18,6.666666666666667,1,1,1,1,8,12,1,0,866,-81865.844,0,0,0,1622.0776
3615,4446,8067,8066,-9,-9,1,0,23,1,2,0,2,2,-9,0,3,0,0,0,2,-5,0,-9,-9,-9,2019,18,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50.66,48.18,52.98,37.73,8.333333333333334,1,1,1,0,0,12,1,0,866,-81865.844,0,0,0,1622.0776
3615,4446,8068,-9,8067,8066,1,1,6,1,2,1,3,0,-9,0,4,0,0,0,0,0,-957.88416,-9,2,2,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,60,-9,-9,7,1,1,-9,0,0,12,1,0,866,-81865.844,0,0,0,1622.0776
3616,4447,8069,8070,-9,-9,1,0,30,0,0,0,2,2,-9,0,3,8.327673,8.5247135,0,4,2,-133.01376,0,-9,-9,2019,17,5,43,42,1,5,0,12.052624,12.052624,0,0,0,0,0,0,0,0,0,0,0,0,33.36,45.44,56.33,40.29,5,1,1,0,0,4,6,5,0,1093,-42887.539,0,0,0,3155.1506
3616,4447,8070,8069,-9,-9,1,1,28,0,0,0,2,2,-9,0,4,8.0970001,8.2552929,0,4,-2,56.943161,0,-9,-9,2019,6,0,40,38,1,0,0,12.19239,12.19239,0,0,0,0,0,0,0,0,0,0,0,0,56.33,40.29,33.36,45.44,8.333333333333334,1,1,0,0,9,6,5,0,1093,-42887.539,0,0,0,3155.1506
3617,4448,8071,8072,-9,-9,1,0,34,1,2,0,1,1,-9,0,5,7.9176512,8.0151148,0,11,0,.85574615,0,2,2,2019,8,1,20,18,1,1,0,27.666601,27.666601,1,0,0,0,0,0,0,0,0,0,7.5625205,0,57.06,57.76,54.2,57.49,10,1,1,0,0,11,10,5,1,1193.25,781636.06,457513.38,489631.69,312233.66,6231.9229
3617,4448,8072,8071,-9,-9,1,1,43,1,2,0,2,2,-9,0,4,9.5576763,9.5839405,0,11,9,-118.27168,0,2,2,2019,10,0,78,0,1,0,0,18.242899,18.242899,1,0,0,0,0,0,0,0,0,0,3.81198,0,54.2,57.49,57.06,57.76,8.333333333333334,1,1,0,0,12,10,5,1,1193.25,781636.06,457513.38,489631.69,312233.66,6231.9229
3617,4448,8073,-9,8071,8072,1,0,2,1,2,1,3,0,-9,0,4,0,0,0,0,0,-928.07397,-9,1,2,2019,13,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,62,-9,-9,7,1,1,-9,0,0,10,5,1,1193.25,781636.06,457513.38,489631.69,312233.66,6231.9229
3617,4448,8074,-9,8071,8072,1,1,5,1,2,1,3,0,-9,0,4,0,0,0,0,0,-882.18909,-9,1,2,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,62,-9,-9,7,1,1,-9,0,0,10,5,1,1193.25,781636.06,457513.38,489631.69,312233.66,6231.9229
3618,4449,8075,-9,-9,-9,1,0,51,0,0,0,2,2,-9,0,3,7.4859867,7.5691252,0,0,0,-1043.1127,0,3,2,2019,12,0,28,0,1,0,0,6.0610867,6.0610867,1,0,0,0,0,0,0,0,0,0,0,0,55.52,40.5,-9,-9,5,1,1,0,1,8,13,3,1,1956,274993.16,66456.883,171576.92,0,882.02197
3619,4450,8076,-9,8079,8078,1,1,11,0,2,1,3,0,-9,0,5,0,0,0,0,0,-1024.5089,-9,3,3,2019,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49,62,-9,-9,7,1,1,-9,0,0,4,1,0,105.5,-216.02344,0,0,0,2594.0698
3619,4450,8077,-9,8079,8078,1,0,11,0,2,1,3,0,-9,0,4,0,0,0,0,0,-1119.271,-9,3,3,2019,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,45,60,-9,-9,7,4,5,-9,0,0,4,1,0,105.5,-216.02344,0,0,0,2594.0698
3619,4450,8078,8079,-9,-9,1,1,40,0,2,0,3,3,-9,1,4,0,0,0,3,5,0,-9,3,3,2019,8,1,0,0,3,1,0,0,0,0,0,0,0,0,0,14.5,1,1,0,0,0,48.53,58.91,38.18,36.86,8.333333333333334,1,1,0,0,0,4,1,0,105.5,-216.02344,0,0,0,2594.0698
3619,4450,8079,8078,-9,-9,1,0,35,0,2,0,3,3,-9,1,2,0,0,0,3,-5,0,0,3,2,2019,26,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,38.18,36.86,48.53,58.91,5,1,1,0,0,0,4,1,0,105.5,-216.02344,0,0,0,2594.0698
3620,4451,8080,-9,-9,-9,1,1,38,0,0,0,2,2,-9,1,1,0,0,0,0,0,-1019.9441,0,-9,2,2019,17,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,36,29,-9,-9,1.666666666666667,1,1,0,0,0,9,1,0,1147,1876.9814,0,0,0,745.95795
3621,4452,8081,-9,-9,-9,1,1,25,0,3,0,1,1,-9,0,5,8.3923578,8.5150251,0,0,0,-960.54553,0,2,1,2019,10,0,52,60,1,0,1,8.3555479,8.3555479,1,0,0,0,0,0,0,0,0,0,4.9909086,0,57.06,57.76,-9,-9,8.333333333333334,3,4,0,0,4,8,4,0,3137,-150374.94,60059.352,0,0,1949.8304
3621,4453,8082,-9,-9,-9,1,1,19,0,3,1,2,0,0,0,5,0,0,0,0,0,-988.18829,-9,3,2,2019,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.85,54.89,-9,-9,8.333333333333334,3,4,0,0,0,8,1,0,2030,118772.09,0,0,0,1126.7607
3621,4454,8083,-9,-9,-9,1,1,18,0,3,1,2,0,0,0,4,0,0,0,0,0,-921.64575,-9,3,2,2019,9,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.33769816,0,43.48,60.97,-9,-9,6.666666666666667,3,4,0,0,0,8,1,0,1920,0,0,0,0,608.83813
3622,4455,8084,-9,-9,-9,1,1,79,0,0,0,3,3,-9,0,3,0,4.9342871,4.9960546,0,0,-932.37146,0,3,3,2019,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.8039989,5.092617,53.23,42.9,-9,-9,8.333333333333334,1,1,0,0,0,6,2,1,631,112244.16,-34260.824,0,0,621.21912
3623,4456,8085,-9,-9,-9,1,0,78,0,0,0,3,3,-9,0,2,0,5.4886484,5.4975357,0,0,-963.07483,0,3,-9,2019,8,1,0,0,4,1,0,0,0,0,0,1,0,1.8093727,0,0,1,1,0,0,5.5734658,54.43,30.72,-9,-9,8.333333333333334,4,2,0,0,0,8,2,0,513,400501.09,85746.258,3724.8623,0,571.26135
3624,4457,8086,8087,-9,-9,1,0,49,0,2,0,2,2,-9,0,5,7.5427632,7.5719018,0,10,4,-20.242252,0,2,3,2019,7,0,24,22,1,0,0,7.7928615,7.7928615,2,0,0,0,0,0,0,1,1,0,3.1224298,0,57.06,57.76,51,56,8.333333333333334,1,1,0,0,11,10,4,1,545,485458.47,200475.52,405552.63,92742.375,3208.4714
3624,4457,8087,8086,-9,-9,1,1,45,0,2,0,2,2,-9,0,4,8.5669327,8.5320883,0,10,-4,-42.977634,0,-9,-9,2019,10,0,30,35,1,1,0,19.129984,19.129984,2,0,0,0,0,0,0,1,1,0,0,0,51,56,57.06,57.76,7,1,1,0,0,1,10,4,1,545,485458.47,200475.52,405552.63,92742.375,3208.4714
3624,4457,8088,-9,8086,8087,1,0,12,0,2,1,3,0,-9,0,4,0,0,0,0,0,-962.75952,-9,2,2,2019,12,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,44,60,-9,-9,7,1,1,-9,0,0,10,4,1,545,485458.47,200475.52,405552.63,92742.375,3208.4714
3624,4457,8089,-9,8086,8087,1,1,14,0,2,1,3,0,-9,0,5,0,0,0,0,0,-986.55725,-9,2,2,2019,10,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,49,62,-9,-9,7,1,1,-9,0,0,10,4,1,545,485458.47,200475.52,405552.63,92742.375,3208.4714
3625,4458,8090,8093,-9,-9,1,0,32,0,2,0,2,2,-9,0,3,7.5546241,7.5618935,0,10,-4,84.969261,0,-9,-9,2019,10,0,39,29,1,0,0,5.0846882,5.0846882,1,0,0,0,0,0,0,1,1,0,0,0,54.21,49.4,50.68,52.42,6.666666666666667,1,1,0,0,11,11,4,0,933,47831.309,-4912.6021,178667.25,197184.23,3874.375
3625,4458,8091,-9,8090,8093,1,1,3,0,2,1,3,0,-9,0,4,0,0,0,0,0,-998.55817,-9,2,2,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,44,62,-9,-9,7,1,1,-9,0,0,11,4,0,933,47831.309,-4912.6021,178667.25,197184.23,3874.375
3625,4458,8092,-9,8090,8093,1,0,6,0,2,1,3,0,-9,0,4,0,0,0,0,0,-999.26855,-9,2,2,2019,13,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,43,61,-9,-9,7,1,1,-9,0,0,11,4,0,933,47831.309,-4912.6021,178667.25,197184.23,3874.375
3625,4458,8093,8090,-9,-9,1,1,36,0,2,0,2,2,-9,0,4,8.5730009,8.6974745,0,10,4,59.113121,0,2,2,2019,8,0,40,37,1,0,0,16.855917,16.855917,1,0,0,0,0,0,0,1,1,0,7.0614429,0,50.68,52.42,54.21,49.4,8.333333333333334,1,1,0,0,11,11,4,0,933,47831.309,-4912.6021,178667.25,197184.23,3874.375
3626,4459,8094,8095,-9,-9,1,1,57,0,0,0,3,3,-9,0,2,8.3133154,8.3302145,0,5,5,-13.424788,0,3,2,2019,11,0,48,38,1,0,0,10.93722,10.93722,1,0,0,0,0,0,0,1,1,0,3.0654545,0,52.4,42.38,58.89,51.28,3.333333333333333,1,1,0,0,10,13,4,1,460.5,709198.63,486474.69,168189.69,0,1776.0902
3626,4459,8095,8094,-9,-9,1,0,52,0,0,0,3,3,-9,1,4,0,0,0,5,-5,31.527882,0,3,2,2019,7,0,0,0,3,0,0,0,0,1,0,0,0,0,0,27,1,1,0,0,0,58.89,51.28,52.4,42.38,6.666666666666667,1,1,0,0,5,13,4,1,460.5,709198.63,486474.69,168189.69,0,1776.0902
3627,4460,8096,8097,-9,-9,1,1,67,0,0,0,3,3,-9,0,4,7.3825827,7.5309601,4.4315176,6,1,17.338982,0,3,2,2019,7,0,15,20,1,0,0,11.32846,11.32846,0,0,0,0,0,0,0,1,1,0,3.8415875,3.958024,53.2,46.85,42.85,60.33,10,1,1,0,0,7,11,3,0,757.5,680071.25,218480.89,179183.53,0,1684.9143
3627,4460,8097,8096,-9,-9,1,0,66,0,0,0,3,3,-9,0,4,6.5059738,6.3912759,0,6,-1,-174.48399,0,3,3,2019,9,0,10,10,1,0,0,6.1973009,6.1973009,0,0,0,0,0,0,0,1,1,0,0,0,42.85,60.33,53.2,46.85,10,1,1,0,0,7,11,3,0,757.5,680071.25,218480.89,179183.53,0,1684.9143
3627,4461,8098,-9,8097,8096,1,1,38,0,0,0,3,3,-9,0,4,6.7035666,6.9331508,0,0,0,-1036.9263,0,3,3,2019,9,0,21,24,1,1,0,3.9493382,3.9493382,0,0,0,0,0,0,0,1,1,0,0,0,51,56,-9,-9,8,1,1,0,0,1,11,2,0,908,79037.898,0,72861.766,78715.75,955.81982
3628,4462,8099,-9,8102,8101,1,0,2,1,4,1,3,0,-9,0,4,0,0,0,0,0,-920.94147,-9,2,2,2019,13,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,43,61,-9,-9,7,1,1,-9,0,0,1,2,0,706.5,106735.66,37651.387,186544.78,75719.313,3458.9099
3628,4462,8100,-9,8102,8101,1,1,16,1,4,1,3,0,-9,1,3,0,0,0,0,0,-1113.624,-9,2,2,2019,12,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,57.64,23.63,-9,-9,8.333333333333334,1,1,0,0,0,1,2,0,706.5,106735.66,37651.387,186544.78,75719.313,3458.9099
3628,4462,8101,8102,-9,-9,1,1,33,1,4,0,2,2,-9,0,4,7.9507256,8.0246687,0,9,0,-88.740349,0,-9,-9,2019,26,11,40,37,1,11,0,7.6051598,7.6051598,2,0,0,0,0,0,42,1,1,0,1.2078338,0,28.41,64.05,43.44,61.22,6.666666666666667,1,1,0,0,8,1,2,0,706.5,106735.66,37651.387,186544.78,75719.313,3458.9099
3628,4462,8102,8101,-9,-9,1,0,33,1,4,0,2,2,-9,1,5,0,0,0,9,0,-99.882591,0,3,1,2019,16,4,0,0,3,4,0,0,0,2,0,0,0,0,0,120,1,1,0,0,0,43.44,61.22,28.41,64.05,8.333333333333334,1,1,0,0,7,1,2,0,706.5,106735.66,37651.387,186544.78,75719.313,3458.9099
3628,4462,8103,-9,8102,8101,1,1,6,1,4,1,3,0,-9,0,4,0,0,0,0,0,-1013.2145,-9,2,2,2019,11,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,46,61,-9,-9,7,1,1,-9,0,0,1,2,0,706.5,106735.66,37651.387,186544.78,75719.313,3458.9099
3628,4462,8104,-9,8102,8101,1,1,12,1,4,1,3,0,-9,0,5,0,0,0,0,0,-921.711,-9,2,2,2019,10,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,49,62,-9,-9,7,1,1,-9,0,0,1,2,0,706.5,106735.66,37651.387,186544.78,75719.313,3458.9099
3629,4463,8105,-9,8106,8107,1,1,12,0,2,1,3,0,-9,0,4,0,0,0,0,0,-1115.524,-9,1,1,2019,11,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,46,60,-9,-9,7,1,1,-9,0,0,7,5,0,370.25,532319.94,302665,302354.19,55811.668,5483.0498
3629,4463,8106,8107,-9,-9,1,0,40,0,2,0,1,1,-9,0,4,8.3028984,8.4302063,0,17,-5,-56.249268,-9,2,2,2019,11,0,40,0,1,0,0,12.137759,12.137759,1,0,0,0,0,0,0,1,1,0,0,0,51.83,57.2,51.17,49.39,6.666666666666667,1,1,0,0,10,7,5,0,370.25,532319.94,302665,302354.19,55811.668,5483.0498
3629,4463,8107,8106,-9,-9,1,1,45,0,2,0,1,1,-9,0,3,8.4466238,8.5464172,0,20,5,-39.392929,0,1,2,2019,8,0,40,42,1,0,0,13.998156,13.998156,1,0,0,0,0,0,0,1,1,0,7.5133629,0,51.17,49.39,51.83,57.2,8.333333333333334,1,1,0,0,7,7,5,0,370.25,532319.94,302665,302354.19,55811.668,5483.0498
3629,4463,8108,-9,8106,8107,1,0,13,0,2,1,3,0,-9,0,4,0,0,0,0,0,-938.14044,-9,1,1,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,44,60,-9,-9,7,1,1,-9,0,0,7,5,0,370.25,532319.94,302665,302354.19,55811.668,5483.0498
3630,4464,8109,8110,-9,-9,1,1,64,0,0,0,1,1,-9,0,4,9.2944899,9.2857752,0,7,2,118.56116,0,3,2,2019,11,0,37,37,1,0,0,35.692257,35.692257,2,1,0,0,0,0,0,0,0,0,3.510565,0,54.2,57.49,45.16,27.99,8.333333333333334,1,1,0,0,13,8,5,1,1115.5,1141846,477927.88,645471.38,143461.56,5522.2197
3630,4464,8110,8109,-9,-9,1,0,62,0,0,0,2,2,-9,0,2,8.3020124,8.2980299,0,7,-2,-16.091654,0,-9,-9,2019,15,4,31,25,1,4,0,11.381242,11.381242,2,1,0,0,0,0,0,0,0,0,.58990085,0,45.16,27.99,54.2,57.49,6.666666666666667,1,1,0,0,6,8,5,1,1115.5,1141846,477927.88,645471.38,143461.56,5522.2197
3631,4465,8111,-9,-9,-9,1,0,51,1,1,0,2,2,-9,1,4,0,0,0,0,0,-864.39484,0,2,2,2019,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,51,54,-9,-9,8,1,1,0,0,0,11,1,1,278,89256.781,0,0,0,1028.4291
3631,4466,8112,-9,8111,-9,1,0,20,1,1,0,2,2,-9,0,4,0,0,0,0,0,-1016.9032,0,2,-9,2019,6,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56.33,51.02,-9,-9,10,1,1,1,0,1,11,1,1,3952.5,-128293.81,0,0,0,886.65454
3631,4466,8113,-9,8112,-9,1,1,0,1,1,1,3,0,-9,0,4,0,0,0,0,0,-1120.949,-9,2,-9,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,45,62,-9,-9,7,1,1,-9,0,0,11,1,1,3952.5,-128293.81,0,0,0,886.65454
3632,4467,8114,-9,-9,-9,1,0,91,0,0,0,3,3,-9,0,3,0,0,0,0,0,-1072.3337,0,2,3,2019,10,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,55,43,-9,-9,8,1,1,0,0,0,7,1,0,718,-168470.88,0,92435.398,0,1169.975
